# patches_cauda_pb.txt -- o lote de correcoes de cauda de quadros P/B (plano 2) que entrou no patches.txt.
# Aplicado em 2026-09-24, aprovado pelo usuario: niveis A e B inteiros (475 linhas, 325 quadros).
# O verify pula este arquivo. mapa do filme inteiro antes/depois: so o quadro 2189 muda
# (erro em MB 7356 -> 7358; o quadro ja decodificava lixo antes da tarja e o decodificador
# dessincronizado le os 3 ultimos bytes, onde esta o bit corrigido).
# Gerado em 2026-09-24 por ferramentas/ancora/cauda_pb.py; censo em dados/censo_cauda_pb.txt,
# log em dados/cauda_pb.log.
#
# A tarja inferior de P/B e so skip (medido: 840/840 MBs nos 28 P/B do GOP 3319); o
# codificador (ancora_pb.c) recodifica as fileiras 62-67 com o codIRange de entrada e o
# ESTADO do contexto do skip como incognitas. Regras: distancia <= 2, todas as saidas
# distintas na distancia minima apontando os mesmos bits, cauda corrigida fechando com
# distancia 0 e sem violacao de escape. Controle: 60 caudas aleatorias ficam a 4-13.
#
# Censo dos 3.314 P/B: 2.541 com a cauda intacta (distancia 0), 330 com correcao certa,
# 440 sem correcao certa, 3 ambiguos. Fora desta proposta: 10, 11, 560, 970 e 1119, que
# tem enchimento no fim (o alinhamento pelo stop bit nao e confiavel ali). Dos 330, so o
# 10 decodifica inteiro hoje -- e e um dos excluidos.
#
# NIVEL A: distancia 0 (so o escape restaurado) ou 1.
# NIVEL B: distancia 2 -- controle aleatorio chegou a 4 uma vez em 60, margem menor.
#
# Colunas: offset bit   # quadro, distancia, hipoteses empatadas, saidas distintas

# ===== NIVEL A: 189 quadros, 196 bits =====
54843731 4   # quadro 1659, dist 2, 472 empatadas, 14 saidas
57499006 0   # quadro 1726, dist 2, 439 empatadas, 10 saidas
57499006 1   # quadro 1726, dist 2, 439 empatadas, 10 saidas
57844387 0   # quadro 1733, dist 2, 39 empatadas, 4 saidas
57844387 1   # quadro 1733, dist 2, 39 empatadas, 4 saidas
58438251 0   # quadro 1748, dist 2, 83 empatadas, 4 saidas
58438251 1   # quadro 1748, dist 2, 83 empatadas, 4 saidas
59475683 0   # quadro 1780, dist 2, 37 empatadas, 2 saidas
59475683 1   # quadro 1780, dist 2, 37 empatadas, 2 saidas
59571452 0   # quadro 1787, dist 2, 324 empatadas, 4 saidas
59571452 1   # quadro 1787, dist 2, 324 empatadas, 4 saidas
61439867 0   # quadro 1873, dist 2, 132 empatadas, 1 saidas
61439867 1   # quadro 1873, dist 2, 132 empatadas, 1 saidas
63296249 0   # quadro 1922, dist 2, 57 empatadas, 6 saidas
63296249 1   # quadro 1922, dist 2, 57 empatadas, 6 saidas
63507658 0   # quadro 1930, dist 2, 294 empatadas, 3 saidas
63507658 1   # quadro 1930, dist 2, 294 empatadas, 3 saidas
64479742 0   # quadro 1955, dist 2, 256 empatadas, 3 saidas
64479742 1   # quadro 1955, dist 2, 256 empatadas, 3 saidas
65515115 7   # quadro 1982, dist 2, 475 empatadas, 14 saidas
65515116 5   # quadro 1982, dist 2, 475 empatadas, 14 saidas
67278657 0   # quadro 2033, dist 2, 188 empatadas, 2 saidas
67278657 4   # quadro 2033, dist 2, 188 empatadas, 2 saidas
67924528 0   # quadro 2052, dist 2, 341 empatadas, 5 saidas
67924528 1   # quadro 2052, dist 2, 341 empatadas, 5 saidas
69400230 0   # quadro 2097, dist 2, 314 empatadas, 4 saidas
69400230 1   # quadro 2097, dist 2, 314 empatadas, 4 saidas
69645976 2   # quadro 2104, dist 2, 67 empatadas, 6 saidas
69645976 7   # quadro 2104, dist 2, 67 empatadas, 6 saidas
70436345 1   # quadro 2128, dist 2, 72 empatadas, 9 saidas
70436345 6   # quadro 2128, dist 2, 72 empatadas, 9 saidas
71663490 0   # quadro 2166, dist 2, 386 empatadas, 7 saidas
71663490 1   # quadro 2166, dist 2, 386 empatadas, 7 saidas
71946575 0   # quadro 2178, dist 2, 30 empatadas, 1 saidas
71946575 1   # quadro 2178, dist 2, 30 empatadas, 1 saidas
72049791 0   # quadro 2181, dist 2, 374 empatadas, 8 saidas
72049791 1   # quadro 2181, dist 2, 374 empatadas, 8 saidas
73323242 0   # quadro 2223, dist 2, 441 empatadas, 11 saidas
73323242 1   # quadro 2223, dist 2, 441 empatadas, 11 saidas
73431566 0   # quadro 2228, dist 2, 425 empatadas, 10 saidas
73431566 1   # quadro 2228, dist 2, 425 empatadas, 10 saidas
73776331 3   # quadro 2239, dist 2, 49 empatadas, 6 saidas
73776331 7   # quadro 2239, dist 2, 49 empatadas, 6 saidas
74172047 0   # quadro 2249, dist 2, 341 empatadas, 5 saidas
74172048 2   # quadro 2249, dist 2, 341 empatadas, 5 saidas
74663525 0   # quadro 2274, dist 2, 396 empatadas, 9 saidas
74663525 1   # quadro 2274, dist 2, 396 empatadas, 9 saidas
74956033 5   # quadro 2285, dist 2, 128 empatadas, 8 saidas
74956033 7   # quadro 2285, dist 2, 128 empatadas, 8 saidas
75157057 0   # quadro 2292, dist 2, 69 empatadas, 7 saidas
75157057 6   # quadro 2292, dist 2, 69 empatadas, 7 saidas
77482910 0   # quadro 2359, dist 2, 399 empatadas, 8 saidas
77482910 1   # quadro 2359, dist 2, 399 empatadas, 8 saidas
77528954 2   # quadro 2360, dist 2, 329 empatadas, 5 saidas
77528954 3   # quadro 2360, dist 2, 329 empatadas, 5 saidas
77827791 0   # quadro 2365, dist 2, 371 empatadas, 7 saidas
77827791 1   # quadro 2365, dist 2, 371 empatadas, 7 saidas
77919754 0   # quadro 2369, dist 2, 371 empatadas, 7 saidas
77919754 1   # quadro 2369, dist 2, 371 empatadas, 7 saidas
78206505 1   # quadro 2376, dist 2, 48 empatadas, 1 saidas
78206505 5   # quadro 2376, dist 2, 48 empatadas, 1 saidas
80719642 0   # quadro 2428, dist 2, 41 empatadas, 2 saidas
80719642 1   # quadro 2428, dist 2, 41 empatadas, 2 saidas
81503611 1   # quadro 2447, dist 2, 334 empatadas, 4 saidas
81503611 3   # quadro 2447, dist 2, 334 empatadas, 4 saidas
81523854 0   # quadro 2449, dist 2, 287 empatadas, 3 saidas
81523854 1   # quadro 2449, dist 2, 287 empatadas, 3 saidas
85492267 6   # quadro 2572, dist 2, 526 empatadas, 15 saidas
85492270 1   # quadro 2572, dist 2, 526 empatadas, 15 saidas
85492270 6   # quadro 2572, dist 2, 526 empatadas, 15 saidas
86128800 0   # quadro 2593, dist 2, 129 empatadas, 9 saidas
86128802 7   # quadro 2593, dist 2, 129 empatadas, 9 saidas
86470045 2   # quadro 2606, dist 2, 470 empatadas, 15 saidas
86470046 1   # quadro 2606, dist 2, 470 empatadas, 15 saidas
86618029 0   # quadro 2611, dist 2, 290 empatadas, 3 saidas
86618029 1   # quadro 2611, dist 2, 290 empatadas, 3 saidas
88197279 0   # quadro 2664, dist 2, 132 empatadas, 1 saidas
88197281 5   # quadro 2664, dist 2, 132 empatadas, 1 saidas
90850016 0   # quadro 2729, dist 2, 231 empatadas, 2 saidas
90850016 1   # quadro 2729, dist 2, 231 empatadas, 2 saidas
91785126 4   # quadro 2756, dist 2, 471 empatadas, 13 saidas
91785126 5   # quadro 2756, dist 2, 471 empatadas, 13 saidas
92268560 0   # quadro 2766, dist 2, 117 empatadas, 7 saidas
92268560 1   # quadro 2766, dist 2, 117 empatadas, 7 saidas
93055813 3   # quadro 2783, dist 2, 477 empatadas, 12 saidas
93055814 7   # quadro 2783, dist 2, 477 empatadas, 12 saidas
93106322 1   # quadro 2784, dist 2, 49 empatadas, 4 saidas
93106323 5   # quadro 2784, dist 2, 49 empatadas, 4 saidas
94720570 0   # quadro 2827, dist 2, 295 empatadas, 3 saidas
94720570 1   # quadro 2827, dist 2, 295 empatadas, 3 saidas
97138882 0   # quadro 2892, dist 2, 242 empatadas, 2 saidas
97138882 1   # quadro 2892, dist 2, 242 empatadas, 2 saidas
97878077 0   # quadro 2912, dist 2, 229 empatadas, 2 saidas
97878077 1   # quadro 2912, dist 2, 229 empatadas, 2 saidas
98268680 0   # quadro 2920, dist 2, 411 empatadas, 7 saidas
98268680 2   # quadro 2920, dist 2, 411 empatadas, 7 saidas
99641237 2   # quadro 2952, dist 2, 435 empatadas, 12 saidas
99641241 3   # quadro 2952, dist 2, 435 empatadas, 12 saidas
99641241 7   # quadro 2952, dist 2, 435 empatadas, 12 saidas
100919262 3   # quadro 2982, dist 2, 360 empatadas, 5 saidas
100919262 5   # quadro 2982, dist 2, 360 empatadas, 5 saidas
102351905 0   # quadro 3011, dist 2, 279 empatadas, 3 saidas
102351905 1   # quadro 3011, dist 2, 279 empatadas, 3 saidas
102493927 7   # quadro 3016, dist 2, 120 empatadas, 10 saidas
102493928 3   # quadro 3016, dist 2, 120 empatadas, 10 saidas
104899092 0   # quadro 3085, dist 2, 404 empatadas, 11 saidas
104899092 1   # quadro 3085, dist 2, 404 empatadas, 11 saidas
105093641 0   # quadro 3092, dist 2, 418 empatadas, 9 saidas
105093641 1   # quadro 3092, dist 2, 418 empatadas, 9 saidas
106235274 0   # quadro 3144, dist 2, 45 empatadas, 3 saidas
106235274 1   # quadro 3144, dist 2, 45 empatadas, 3 saidas
106380729 0   # quadro 3152, dist 2, 38 empatadas, 1 saidas
106380729 1   # quadro 3152, dist 2, 38 empatadas, 1 saidas
106627401 0   # quadro 3159, dist 2, 275 empatadas, 3 saidas
106627401 1   # quadro 3159, dist 2, 275 empatadas, 3 saidas
108483776 0   # quadro 3230, dist 2, 9 empatadas, 1 saidas
108483778 2   # quadro 3230, dist 2, 9 empatadas, 1 saidas
108491379 0   # quadro 3231, dist 2, 53 empatadas, 4 saidas
108491379 1   # quadro 3231, dist 2, 53 empatadas, 4 saidas
108644235 0   # quadro 3239, dist 2, 316 empatadas, 4 saidas
108644235 1   # quadro 3239, dist 2, 316 empatadas, 4 saidas
108836810 2   # quadro 3246, dist 2, 176 empatadas, 1 saidas
108836812 7   # quadro 3246, dist 2, 176 empatadas, 1 saidas
109127011 0   # quadro 3252, dist 2, 228 empatadas, 2 saidas
109127011 1   # quadro 3252, dist 2, 228 empatadas, 2 saidas
109181778 4   # quadro 3254, dist 2, 434 empatadas, 12 saidas
109181778 7   # quadro 3254, dist 2, 434 empatadas, 12 saidas
110549251 2   # quadro 3293, dist 2, 90 empatadas, 1 saidas
110549252 6   # quadro 3293, dist 2, 90 empatadas, 1 saidas
110561719 0   # quadro 3294, dist 2, 154 empatadas, 1 saidas
110561719 1   # quadro 3294, dist 2, 154 empatadas, 1 saidas
